,N_NO2,Nord_Precip,Nord_Pressure,Nord_RH,Nord_Temp,Nord_Winddirection,Nord_Windspeed,weekday_Monday,weekday_Tuesday,weekday_Wednesday,weekday_Thursday,weekday_Friday,weekday_Saturday,weekday_Sunday,season_fall,season_spring,season_summer,season_winter,holiday_sunday,holiday,holiday_school,year,month,dayofyear,weekday,season
2018-09-17,9.531558,0.0,984.35236,76.46018,19.162493,129.66342,0.6147483,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,9,260,1,4
2018-09-18,12.348187,0.0020858645,982.37476,76.23124,19.591917,83.95022,0.6844953,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018,9,261,2,4
2018-09-19,14.269053,0.0020207067,981.04,74.67267,19.503244,96.24966,0.7582169,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018,9,262,3,4
2018-09-20,18.057688,0.030571133,981.5593,77.38413,19.172186,50.736004,0.65834063,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2018,9,263,4,4
2018-09-21,17.750086,0.0021510918,981.33026,72.86556,20.181238,152.35936,0.53826517,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2018,9,264,5,4
2018-09-22,20.539661,0.0020206769,976.27155,75.69481,19.767035,103.5365,0.7246869,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018,9,265,6,4
2018-09-23,11.504635,0.27956948,981.32306,86.65931,13.135003,205.95427,0.46353325,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2018,9,266,0,4
2018-09-24,9.576216,0.0041065686,977.70337,81.15423,14.720149,155.18654,0.488768,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,9,267,1,4
2018-09-25,7.506858,0.062185217,983.1709,58.08804,13.190105,199.90434,0.5571952,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018,9,268,2,4
2018-09-26,14.454393,0.0,994.1782,62.400696,9.688234,161.96303,0.4849812,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018,9,269,3,4
2018-09-27,19.679625,0.0,996.80194,67.65383,8.53239,123.48334,0.7637851,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2018,9,270,4,4
2018-09-28,24.970486,0.0,990.0146,66.86865,12.02074,129.14369,0.738625,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2018,9,271,5,4
2018-09-29,24.745462,0.0,980.73126,70.60942,14.373605,95.737915,0.76159436,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018,9,272,6,4
2018-09-30,11.665846,0.0,984.1296,69.68712,12.043236,166.30098,0.6547599,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2018,9,273,0,4
2018-10-01,14.192115,0.0,981.38385,71.34366,9.024441,128.85817,0.66143996,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,10,274,1,4
2018-10-02,29.929903,0.051495075,973.0398,84.022484,9.658934,143.7329,0.4017526,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018,10,275,2,4
2018-10-03,19.182285,0.0021510522,979.759,72.27428,9.681569,183.44678,0.4209857,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018,10,276,3,4
2018-10-04,37.00513,0.0,982.5164,76.84951,10.568561,139.15836,0.37211046,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2018,10,277,4,4
2018-10-05,20.825182,0.0,987.8921,75.19707,11.493142,130.43956,0.6106102,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2018,10,278,5,4
2018-10-06,19.609076,0.0,986.1553,75.051384,11.509167,91.66505,0.68697935,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018,10,279,6,4
2018-10-07,17.911518,0.0,978.7478,76.635025,13.626481,156.28969,0.50409967,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2018,10,280,0,4
2018-10-08,11.762497,0.016491473,975.50287,81.37113,16.276834,144.69633,0.4786413,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,10,281,1,4
2018-10-09,23.922657,0.0,981.33594,84.58832,15.832874,148.9806,0.45279074,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018,10,282,2,4
2018-10-10,18.052477,0.0,984.1049,82.098915,15.262547,175.46887,0.49365258,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018,10,283,3,4
2018-10-11,18.743376,0.004106561,985.03046,78.562126,14.694373,99.580315,0.7692657,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2018,10,284,4,4
2018-10-12,22.139797,0.0020858843,983.93945,75.22901,14.257306,104.37772,0.8078293,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2018,10,285,5,4
2018-10-13,24.895067,0.004302124,986.82245,77.44123,13.88002,103.26513,0.7996559,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018,10,286,6,4
2018-10-14,16.776943,0.004171749,987.57526,75.65829,13.484229,91.30738,0.8515777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2018,10,287,0,4
2018-10-15,17.008904,0.0,983.655,73.73061,12.723874,74.63065,0.7944223,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,10,288,1,4
2018-10-16,34.34855,0.0,982.2215,72.05051,11.609096,90.716225,0.6060994,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018,10,289,2,4
2018-10-17,33.14615,0.004106581,981.8648,78.90867,11.893691,134.54631,0.65217143,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018,10,290,3,4
2018-10-18,32.534103,0.014405568,981.07196,85.5281,12.664139,103.90466,0.40449253,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2018,10,291,4,4
2018-10-19,24.91815,0.003976206,979.2998,79.42116,15.108867,118.13448,0.4735507,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2018,10,292,5,4
2018-10-20,23.234066,0.0,981.4495,78.336,14.124007,115.92094,0.610423,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018,10,293,6,4
2018-10-21,18.570604,0.0020858843,984.63837,73.49504,12.549641,145.32765,0.6116977,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2018,10,294,0,4
2018-10-22,11.05551,0.0,985.0833,65.37237,9.971007,208.23975,0.4772118,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,10,295,1,4
2018-10-23,30.72263,0.0,985.5547,74.63293,9.536239,147.59947,0.51699775,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018,10,296,2,4
2018-10-24,30.638327,0.0,980.79535,72.127045,9.992107,153.3717,0.4722669,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018,10,297,3,4
2018-10-25,10.48506,0.008473873,972.544,64.99578,13.76786,244.9073,0.667265,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2018,10,298,4,4
2018-10-26,24.756771,0.0,975.8794,77.78089,11.011471,148.75288,0.59392756,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2018,10,299,5,4
2018-10-27,21.452358,0.0,972.2788,80.26617,10.7636795,178.09764,0.5635322,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018,10,300,6,4
2018-10-28,16.67639,0.15102898,967.05316,91.259026,9.690317,125.616325,0.5743089,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2018,10,301,0,4
2018-10-29,12.916543,0.051820975,966.4322,93.58957,9.319108,154.34766,0.30837533,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,10,302,1,4
2018-10-30,22.208555,0.13056128,965.4727,92.29238,13.760426,146.85698,0.46653566,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018,10,303,2,4
2018-10-31,17.407347,0.13851367,967.7805,68.577774,13.137105,196.43616,1.5080434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018,10,304,3,4
2018-11-01,27.001934,0.0,980.8787,76.96598,10.049418,198.93451,0.6859751,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2018,11,305,4,4
2018-11-02,26.199411,0.010559753,980.5957,84.53853,9.81736,197.02234,0.40150312,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2018,11,306,5,4
2018-11-03,26.35683,0.13844852,981.49585,88.52609,12.197244,165.2548,0.31377736,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018,11,307,6,4
2018-11-04,18.185053,0.026855668,984.04364,93.18665,14.491721,174.03874,0.23444422,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2018,11,308,0,4
2018-11-05,12.918677,0.020728411,980.7784,92.499504,13.879563,177.07806,0.42037246,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,11,309,1,4
2018-11-06,12.605066,0.0,978.774,89.31131,12.783139,125.328285,0.5511427,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018,11,310,2,4
2018-11-07,21.81854,0.0,978.3287,89.488,12.539201,143.21007,0.41812757,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018,11,311,3,4
2018-11-08,27.748125,0.0,977.5372,91.708305,12.074174,156.44696,0.4232342,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2018,11,312,4,4
2018-11-09,17.395226,0.0,980.82086,87.94601,10.982873,144.08414,0.5472264,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2018,11,313,5,4
2018-11-10,27.210943,0.0,979.24384,85.47202,11.671655,173.29437,0.38251045,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018,11,314,6,4
2018-11-11,18.819582,0.0,975.00635,87.73304,9.983359,210.48553,0.58736426,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2018,11,315,0,4
2018-11-12,20.009953,0.0,976.992,79.11909,10.384552,207.98866,0.62362176,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,11,316,1,4
2018-11-13,23.931883,0.0,981.74054,81.92547,10.246586,200.73329,0.5940699,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018,11,317,2,4
2018-11-14,26.370289,0.0,984.88043,86.74587,9.752034,195.03644,0.42866144,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018,11,318,3,4
2018-11-15,30.238825,0.0,989.93207,88.45966,8.370269,213.6815,0.26256332,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2018,11,319,4,4
2018-11-16,26.329136,0.0,988.519,78.46056,8.240479,205.73804,0.25927874,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2018,11,320,5,4
2018-11-17,21.320833,0.0,990.2483,72.006325,6.395731,206.54872,0.5437093,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018,11,321,6,4
2018-11-18,21.650831,0.0,990.2478,69.320244,3.3927386,193.39857,0.65153944,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2018,11,322,0,4
2018-11-19,22.465914,0.043477505,983.39716,72.40488,3.0000083,215.28526,0.5462859,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,11,323,1,4
2018-11-20,23.473145,0.0906704,975.4659,93.36166,1.2208265,126.81061,0.51159006,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018,11,324,2,4
2018-11-21,22.757559,0.11602694,973.34937,93.55393,1.5768266,162.5381,0.40378955,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018,11,325,3,4
2018-11-22,29.448086,0.0020858746,975.9665,88.001045,3.72342,189.75475,0.28633747,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2018,11,326,4,4
2018-11-23,26.375225,0.022553572,980.8928,94.25106,4.804934,153.99452,0.181022,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2018,11,327,5,4
2018-11-24,29.375753,0.007887195,982.8581,90.438774,5.6127295,174.78401,0.40849176,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018,11,328,6,4
2018-11-25,19.380243,0.0,976.94824,94.787895,5.64982,149.70003,0.31232765,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2018,11,329,0,4
2018-11-26,20.693321,0.1701278,970.7413,93.492,6.7308307,156.47824,0.27298692,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,11,330,1,4
2018-11-27,17.601933,0.41977957,963.096,88.09551,5.56545,253.67857,0.30326423,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018,11,331,2,4
2018-11-28,18.531992,0.03676359,971.8951,75.63172,4.208614,246.51262,0.81695485,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018,11,332,3,4
2018-11-29,23.759153,0.0,984.101,64.76386,2.06226,234.98772,0.9830275,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2018,11,333,4,4
2018-11-30,19.9591,0.0,989.4712,66.05958,0.16938138,171.30064,0.8504431,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2018,11,334,5,4
2018-12-01,32.915184,0.0,983.4777,83.53248,-2.5806768,159.48126,0.8324321,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2018,12,335,6,1
2018-12-02,28.153645,0.0,980.00665,83.49892,-0.7737072,212.8169,0.4126571,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2018,12,336,0,1
2018-12-03,30.090143,0.0,975.68365,94.86853,-0.38478374,179.78339,0.35059002,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,12,337,1,1
2018-12-04,31.252235,0.0020858645,971.14557,83.743355,5.075528,164.85048,0.4707887,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2018,12,338,2,1
2018-12-05,31.252235,0.0,975.305,76.91474,7.053119,199.26302,0.32181132,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2018,12,339,3,1
2018-12-06,35.297512,0.0,987.7546,76.795906,3.702013,217.74188,0.37600002,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2018,12,340,4,1
2018-12-07,38.400917,0.0,983.874,80.625374,2.8538542,184.0396,0.2981868,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2018,12,341,5,1
2018-12-08,42.387047,0.0,976.50146,85.75964,3.9973135,221.23083,0.2899834,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2018,12,342,6,1
2018-12-09,36.713043,0.11648164,971.6827,89.35193,4.9586577,205.85175,0.31777295,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2018,12,343,0,1
2018-12-10,34.21742,0.0,966.21967,82.21409,2.7992811,192.53838,0.5206469,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,12,344,1,1
2018-12-11,35.96183,0.0041065714,973.57135,84.940636,2.3040397,230.97308,0.48309776,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2018,12,345,2,1
2018-12-12,32.649174,0.0020858794,976.3677,73.683815,1.5509509,208.30176,0.4482341,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2018,12,346,3,1
2018-12-13,21.587713,0.0,978.5285,60.766785,3.0475667,281.58456,0.5050072,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2018,12,347,4,1
2018-12-14,26.764606,0.0,979.7168,85.681465,0.3067842,179.21028,0.7566851,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2018,12,348,5,1
2018-12-15,14.352817,0.022683913,980.57074,85.13156,-0.7104818,127.790985,0.44400024,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2018,12,349,6,1
2018-12-16,18.582668,0.0,980.25287,71.05499,-0.41007462,260.35965,0.43873692,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2018,12,350,0,1
2018-12-17,30.759148,0.0,978.38477,84.33752,-3.4917812,248.52539,0.544571,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,12,351,1,1
2018-12-18,44.24752,0.0,982.0984,81.48322,-1.9745984,279.08212,0.45494017,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2018,12,352,2,1
2018-12-19,54.03105,0.0,987.93915,85.28825,-1.178757,204.64519,0.39501765,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2018,12,353,3,1
2018-12-20,44.258575,0.0,983.99896,87.11376,-0.14066969,165.64381,0.5393048,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2018,12,354,4,1
2018-12-21,45.64643,0.072158314,981.2139,88.49604,0.023577249,171.66005,0.4225365,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2018,12,355,5,1
2018-12-22,53.214767,0.0,980.0652,92.29249,-0.0592885,170.00371,0.4725499,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2018,12,356,6,1
2018-12-23,40.305912,0.0,975.9456,82.02979,3.492381,200.50877,0.6386357,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2018,12,357,0,1
2018-12-24,40.323334,0.0,980.4697,84.44947,4.2416463,191.84387,0.28048155,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2018,12,358,1,1
2018-12-25,18.444073,0.024900159,976.60394,72.07186,5.1369786,288.6557,0.6623847,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2018,12,359,2,1
2018-12-26,20.640696,0.0,988.20624,65.042946,2.4798582,239.83415,0.36330375,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2018,12,360,3,1
2018-12-27,38.515465,0.0,987.7556,79.30184,-0.44872633,221.11249,0.35260573,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2018,12,361,4,1
2018-12-28,49.46354,0.0,986.1954,75.471245,0.7458973,209.34618,0.46343696,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2018,12,362,5,1
2018-12-29,50.21691,0.0,983.69745,79.20374,2.7974436,236.23824,0.47703484,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2018,12,363,6,1
2018-12-30,37.02095,0.0,987.1355,83.446495,1.1953629,286.99957,0.4475521,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2018,12,364,0,1
2018-12-31,23.43337,0.0,983.6612,72.82551,3.1035955,254.07045,0.53445715,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2018,12,365,1,1
2019-01-01,21.271215,0.0,987.17285,68.38107,4.755036,223.26585,0.37646428,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2019,1,1,2,1
2019-01-02,29.237658,0.0,984.28827,80.0368,2.6884143,237.62567,0.32949436,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2019,1,2,3,1
2019-01-03,15.499404,0.04171599,978.7983,76.64164,1.1504279,262.72662,0.6251604,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2019,1,3,4,1
2019-01-04,8.864778,0.027051218,985.6589,65.19952,-1.244694,285.35672,0.64786243,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2019,1,4,5,1
2019-01-05,31.841703,0.0,987.1158,65.65503,-1.6060462,250.76915,0.31233695,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2019,1,5,6,1
2019-01-06,45.225616,0.0,978.1171,76.21922,0.20035331,256.6807,0.31840542,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2019,1,6,0,1
2019-01-07,22.455156,0.0,979.83856,73.556755,1.8570231,212.1227,0.56324744,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2019,1,7,1,1
2019-01-08,29.777494,0.0060620755,986.5847,84.81385,-0.7164369,179.76299,0.753457,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2019,1,8,2,1
2019-01-09,41.75407,0.0,973.8509,90.69113,-1.1929517,201.99242,0.3650653,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2019,1,9,3,1
2019-01-10,38.145676,0.0,965.4174,78.22463,1.0977635,230.99391,0.38192248,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2019,1,10,4,1
2019-01-11,23.54079,0.0,972.86304,67.9575,1.1036106,296.3321,0.67764854,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2019,1,11,5,1
2019-01-12,30.0187,0.0,979.2037,54.456436,-0.17406793,265.1191,0.46836734,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2019,1,12,6,1
2019-01-13,47.987465,0.0,975.61115,63.8909,0.6963778,234.6881,0.38111258,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2019,1,13,0,1
2019-01-14,39.48835,0.0,966.13385,72.618355,2.8047342,200.1733,0.59093493,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2019,1,14,1,1
2019-01-15,21.435892,0.016687026,962.41925,69.008575,4.2620006,277.53964,0.6428301,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2019,1,15,2,1
2019-01-16,34.699196,0.0,975.4782,71.59939,0.8140366,242.0744,0.44614974,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2019,1,16,3,1
2019-01-17,60.11045,0.0,974.1457,76.63209,0.9809591,187.85713,0.46616384,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2019,1,17,4,1
2019-01-18,52.496525,0.0,969.6631,63.054764,5.0216293,245.05328,0.6212263,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2019,1,18,5,1
2019-01-19,29.695107,0.04367304,975.69476,72.844315,2.2027156,203.42867,0.43693805,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2019,1,19,6,1
2019-01-20,27.41125,0.0,979.1237,70.80672,-1.6756219,254.66713,0.6579671,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2019,1,20,0,1
2019-01-21,27.035385,0.0,975.80615,70.87507,-0.2581449,253.18445,0.3795894,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2019,1,21,1,1
2019-01-22,32.05189,0.0,979.6302,76.789024,-0.1512611,174.41522,0.48662198,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2019,1,22,2,1
2019-01-23,27.554337,0.0,972.47235,74.45831,-1.3390542,201.28809,0.5285424,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2019,1,23,3,1
2019-01-24,34.354393,0.04586713,961.93274,84.26471,-2.822302,157.03065,0.56560194,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2019,1,24,4,1
2019-01-25,33.13332,0.004106572,964.8929,78.320015,-0.8828775,232.5277,0.44228634,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2019,1,25,5,1
2019-01-26,27.40403,0.0,970.48895,69.46584,-2.1689792,236.00157,1.1238078,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2019,1,26,6,1
2019-01-27,46.2642,0.0,969.77606,68.02188,-2.593869,204.92017,0.52432066,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2019,1,27,0,1
2019-01-28,55.554028,0.0,960.6946,76.82212,-0.5948197,218.66217,0.41340706,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2019,1,28,1,1
2019-01-29,40.932217,0.018577337,957.34283,82.93365,2.6581173,209.53087,0.54579,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2019,1,29,2,1
2019-01-30,32.58594,0.0,966.2016,73.390396,1.6103224,215.0769,0.5589048,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2019,1,30,3,1
2019-01-31,23.97151,0.0,962.17145,79.94462,1.1047109,147.92918,0.6439604,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2019,1,31,4,1
2019-02-01,41.01288,0.0020206969,963.4532,90.159065,-0.8978992,175.93517,0.56157064,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2019,2,32,5,1
2019-02-02,41.37607,0.014601131,961.75165,88.47009,0.60707057,215.63625,0.505869,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2019,2,33,6,1
2019-02-03,31.255629,0.051821023,959.34357,88.76071,6.499971,252.6562,0.55394185,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2019,2,34,0,1
2019-02-04,13.556711,0.024900168,965.28076,77.91894,7.0756855,231.3565,0.42527378,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2019,2,35,1,1
2019-02-05,13.836262,0.0,986.10986,52.497448,3.8618288,235.16748,0.74953485,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2019,2,36,2,1
2019-02-06,34.22817,0.0,987.7089,72.97411,1.0044314,205.67528,0.5085643,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2019,2,37,3,1
2019-02-07,42.649033,0.0,987.1213,74.76505,0.33692873,242.0012,0.70548636,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2019,2,38,4,1
2019-02-08,46.814568,0.0,980.8868,78.26925,-0.6106436,232.71663,0.659103,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2019,2,39,5,1
2019-02-09,48.72033,0.0,981.001,75.82462,1.7463652,221.47174,0.70836085,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2019,2,40,6,1
2019-02-10,40.54389,0.0,977.84454,78.298195,2.2472823,226.7019,0.71654767,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2019,2,41,0,1
2019-02-11,36.06724,0.0,971.44946,76.88108,4.0912147,186.05229,0.52707344,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2019,2,42,1,1
2019-02-12,21.519537,0.072027944,969.6104,66.86321,5.5546036,224.89381,0.44185758,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2019,2,43,2,1
2019-02-13,11.479696,0.0,983.97943,43.825817,4.7456384,255.59956,0.5648297,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2019,2,44,3,1
2019-02-14,31.70997,0.0,993.4289,56.457752,4.319495,285.26172,0.4711168,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2019,2,45,4,1
2019-02-15,43.581936,0.0,993.7785,58.421967,5.3366055,242.13416,0.8572939,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2019,2,46,5,1
2019-02-16,41.706295,0.0,992.73224,70.56341,4.1005096,246.48116,0.82925105,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2019,2,47,6,1
2019-02-17,34.615524,0.0,990.31354,59.524555,5.8765445,250.48022,0.8992943,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2019,2,48,0,1
2019-02-18,33.912685,0.0,986.8152,56.21385,7.0537124,211.21289,0.86177987,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2019,2,49,1,1
2019-02-19,40.842422,0.0020858843,982.8313,61.92313,6.601122,233.24304,0.9615502,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2019,2,50,2,1
2019-02-20,42.270386,0.0,979.4976,64.023964,6.4709244,211.57811,0.9424572,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2019,2,51,3,1
2019-02-21,43.17691,0.0,983.0706,68.68967,6.616182,201.11592,0.6486999,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2019,2,52,4,1
2019-02-22,38.12007,0.0,985.9988,69.8532,7.868193,205.24825,0.7173362,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2019,2,53,5,1
2019-02-23,15.146621,0.0043021045,985.9221,65.55031,8.029478,251.19814,0.75827026,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2019,2,54,6,1
2019-02-24,13.153846,0.0,998.0638,44.98579,0.41589358,153.13289,0.8466227,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2019,2,55,0,1
2019-02-25,30.739481,0.0,997.46246,54.67068,-0.23392309,208.81721,0.3846066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2019,2,56,1,1
2019-02-26,49.833538,0.0,993.6186,60.051266,5.9620113,176.86176,0.56582934,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2019,2,57,2,1
2019-02-27,22.937086,0.0,988.0251,54.926743,10.934003,241.45667,0.4510486,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2019,2,58,3,1
2019-02-28,40.23748,0.0,985.2234,55.800594,8.273778,218.52026,0.8499226,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2019,2,59,4,1
2019-03-01,32.671944,0.0,974.7471,45.8806,11.996833,225.59883,0.894854,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2019,3,60,5,2
2019-03-02,24.324892,0.0,972.0578,56.886765,10.727977,285.55307,0.37504235,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2019,3,61,6,2
